Name,Sale price,Regular price,Categories,Images,Description,Published,In stock?,Allow customer reviews?
Door Gap Door bottom Seal Strip 37 Inch Long MultiColor Random,170,300,Tools >  DIY & Outdoor > Security > Door hardware & locks,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151689663.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151690707.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151691807.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151692867.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151693953.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151694573.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151695657.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/1/Door-Gap-Door-bottom-Seal-Strip-37-Inch-Long-MultiColor-Random-1663151696707.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Door Gap Door bottom Seal Strip 37 Inch Long MultiColor Random</h2><div class=""description""><ul class=""""><li class="""">এটা লম্বাই ৩৭ ইঞ্চি (৩ফিট ১ ইঞ্চি বা ৯৩ সে।মিটার) যেকোন দরোজার নিচে ব্যবহার করা যাবে।</li><li class="""">এটা ২টা পিঠেই ব্যবহার করা যাবে, পানি লাগলে কিছু হবে না। যখন ইচ্ছা ধুয়ে ব্যবহার করা যাবে।</li><li class="""">পানি টানবে না বা পানি চুশবে না।</li><li class="""">আপনার দরোজা যদি, ৩৭ ইঞ্ছি থেকে ছোট হয় তবে কাচি দিয়ে প্রয়োজন মত কেটে খুব সহজে ব্যবহার করা যাবে। দরোজার সাইজ যদি ৩৭ ইঞ্ছি থেকে বড় হয় তবে, ২টা প্রডাক্ট অর্ডার করে খুব সহজে জোড়া লাগিয়ে ব্যবহার করা যাবে।</li><li class="""">স্টক থাকা সাপেক্ষে যেকোন একটা কালার দেওয়া হবে।</li><li class="""">Please measure your door size before ordering</li><li class="""">Package includes only one draft</li><li class="""">Order two drafts if your door is double shutter type</li><li class="""">Easy to install</li><li class="""">Washable and reusable</li><li class="""">Extra insulation with twin drafts</li><li class="""">Large 1.5 inches sponge</li><li class="""">Noise reduction and windshield</li><li class="""">Insects and dust stopper</li><li class="""">Stops unwanted light and smell</li><li class="""">Energy and money saving</li><li class="""">Effective heating and cooling</li><li class="""">Easily glides over carpet, marble, tile, wood</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><ul>
	<li>It is Cute, Fashionable and Looks Special. A Great Attraction for Any Themed Party or Event.</li>
	<li>Suitable for Birthday Party, Children's, Return Gift, Bar, Club, Cafe, Hotels, Coffee Shop, Family.</li>
	<li>Made of Food Grade PVC Plastic.</li>
	<li>Reusable Plastic material for juice drink mock tail etc.</li>
	<li>Random Designs &amp; Random Color</li>
</ul></div></div><h2 class=""specifications_heading"">Specifications of Door Gap Door bottom Seal Strip 37 Inch Long MultiColor Random</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">223689166_BD-1169644134</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Door Gap Door bottom Seal Strip 37 Inch Long MultiColor Random</div></div></div></div>",-1,0,1
Hot 160cm Spring Pipe Dredging Tools Drain Snake/Cleaner Sticks Clog Remover Cleaning Tools Household for Kitchen Sink,178,600,Tools >  DIY & Outdoor > Fixtures & Plumbing > Traps & Drains,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151701431.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151702514.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151703162.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151704269.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151705309.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151705928.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151707014.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/2/Hot-160cm-Spring-Pipe-Dredging-Tools-Drain-Snake-Cleaner-Sticks-Clog-Remover-Cleaning-Tools-Household-for-Kitchen-Sink-1663151707635.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Hot 160cm Spring Pipe Dredging Tools Drain Snake/Cleaner Sticks Clog Remover Cleaning Tools Household for Kitchen Sink</h2><div class=""description""><ul class=""""><li class="""">Product Name: Swere Dredge</li><li class="""">Product Materials: Stainless Steel+pp</li><li class="""">Product use: 1. Pipeline blockage dredging.</li><li class="""">2. Pick up items in small gaps.</li><li class="""">Styles are: 160cm</li><li class="""">Eco-Friendly</li><li class="""">Sewer Pipe Dredging Artifact</li><li class="""">Product features: Shrink chuck, safe and reliable, spring squeeze, automatic rebound, strong ductility, good toughness</li><li class="""">Durable: The cleaner is made of iron wire and pp(polypropylene) ,providing a high durability.</li><li class="""">Tight Gripper: with flexible and bendable spring cabel on the top and retractable claws on the bottom, the cleaner can grip any blockage tighty.</li><li class="""">Long Enough: The remover is long enough to get real deep in drains to remove any clogr and debris</li><li class="""">Smooth: The surface of the cleaner has been polished so the the pipe would not be damaged.</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><span></span></div></div><h2 class=""specifications_heading"">Specifications of Hot 160cm Spring Pipe Dredging Tools Drain Snake/Cleaner Sticks Clog Remover Cleaning Tools Household for Kitchen Sink</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">204013510_BD-1152081885</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Hot 160cm Spring Pipe Dredging Tools Drain Snake/Cleaner Sticks Clog Remover Cleaning Tools Household for Kitchen Sink</div></div></div></div>",-1,0,1
Mini Handy Plastic Chopper with 3 Blades,228,799,Home Appliances > Small Kitchen Appliances > Food Preparation > Food Processors,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/3/Mini-Handy-Plastic-Chopper-with-3-Blades-1663151713144.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/3/Mini-Handy-Plastic-Chopper-with-3-Blades-1663151714194.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/3/Mini-Handy-Plastic-Chopper-with-3-Blades-1663151715297.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/3/Mini-Handy-Plastic-Chopper-with-3-Blades-1663151716358.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Mini Handy Plastic Chopper with 3 Blades</h2><div class=""description""><ul class=""""><li class="""">Type:Fruit &amp; Vegetable Tools</li><li class="""">Fruit &amp; Vegetable Tools Type:Vegetable Choppers</li><li class="""">Material:Plastic</li><li class="""">Plastic Type:PC</li><li class="""">Certification:EEC</li><li class="""">Certification:CE / EU</li><li class="""">Model Number:Manual Meat Choppers</li><li class="""">Feature:Eco-Friendly</li><li class="""">Feature:Stocked</li><li class="""">Product size (L x W x H):12.50 x 12.50 x 8.30 cm / 4.92 x 4.92 x 3.27 inches</li><li class="""">Feature:Chopping Food Machine</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><span></span></div></div><h2 class=""specifications_heading"">Specifications of Mini Handy Plastic Chopper with 3 Blades</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">152028488_BD-1079492889</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Mini Handy Plastic Chopper with 3 Blades</div></div></div></div>",-1,0,1
Non-Stick Silicon Made Baking Mat,250,500,Kitchen & Dining > Bakeware > Baking Tools & Accessories,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/4/Non-Stick-Silicon-Made-Baking-Mat-1663151721573.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/4/Non-Stick-Silicon-Made-Baking-Mat-1663151722622.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/4/Non-Stick-Silicon-Made-Baking-Mat-1663151723719.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/4/Non-Stick-Silicon-Made-Baking-Mat-1663151724784.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/4/Non-Stick-Silicon-Made-Baking-Mat-1663151725871.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/4/Non-Stick-Silicon-Made-Baking-Mat-1663151726926.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Non-Stick Silicon Made Baking Mat</h2><div class=""description""><ul class=""""><li class="""">Type: BAking Mat</li><li class="""">Shape: Rectangle </li><li class="""">Material: Silicone</li><li class="""">Feature: Easy clean, Easy to clean, non-stick, with measurment</li><li class="""">Item Length: 50cm</li><li class="""">Item Width: 40cm</li><li class="""">Comfortable to use</li><li class="""">BPA Free Reusable heat-Resistant  </li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><p>The seller offers a wide selection of products from renowned brands in Bangladesh with a promise of fast, safe and easy online shopping experience through Daraz. The seller comes closer to the huge customers on this leading online shopping platform of all over Bangladesh and serving to the greater extent of achieving higher customer satisfaction. The brands working with Daraz are not only serving top class products but also are dedicated to acquiring brand loyalty.</p></div></div><h2 class=""specifications_heading"">Specifications of Non-Stick Silicon Made Baking Mat</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">161366280_BD-1093350737</div></li><li class=""key-li""><span class=""key-title""> Cookware material  </span><div class=""html-content key-value"">Silicone</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Non-stick Silicone Baking Mat</div></div></div></div>",-1,0,1
BASIN STOPPER -SILICONE,60,120,Tools >  DIY & Outdoor > Fixtures & Plumbing > Traps & Drains,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/5/BASIN-STOPPER--SILICONE-1663151733196.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/5/BASIN-STOPPER--SILICONE-1663151734277.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/5/BASIN-STOPPER--SILICONE-1663151735344.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/5/BASIN-STOPPER--SILICONE-1663151736414.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/5/BASIN-STOPPER--SILICONE-1663151737489.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of BASIN STOPPER -SILICONE</h2><div class=""description""><ul class=""""><li class="""">Product Type: Sink Strainer</li><li class="""">Rubber Circle Silicone Sink Strainer</li><li class="""">Filter Floor Drain Bathtub</li><li class="""">Plug Bathroom Kitchen Basin Stopper</li><li class="""">Press-type sink stopper.</li><li class="""">Easy to use and clean, great ideal for</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><span></span></div></div><h2 class=""specifications_heading"">Specifications of BASIN STOPPER -SILICONE</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">200237883_BD-1147505365</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">BASIN STOPPER -SILICONE</div></div></div></div>",-1,0,1
Dropshipping 360 Degree Rotatable Water Saving Tap Aerator Diffuser Faucet Nozzle Filter Water Faucet Bubbler Filter Aerator,165,350,Tools >  DIY & Outdoor > Fixtures & Plumbing > Kitchen Fittings,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/6/Dropshipping-360-Degree-Rotatable-Water-Saving-Tap-Aerator-Diffuser-Faucet-Nozzle-Filter-Water-Faucet-Bubbler-Filter-Aerator-1663151743572.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/6/Dropshipping-360-Degree-Rotatable-Water-Saving-Tap-Aerator-Diffuser-Faucet-Nozzle-Filter-Water-Faucet-Bubbler-Filter-Aerator-1663151744193.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/6/Dropshipping-360-Degree-Rotatable-Water-Saving-Tap-Aerator-Diffuser-Faucet-Nozzle-Filter-Water-Faucet-Bubbler-Filter-Aerator-1663151745293.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/6/Dropshipping-360-Degree-Rotatable-Water-Saving-Tap-Aerator-Diffuser-Faucet-Nozzle-Filter-Water-Faucet-Bubbler-Filter-Aerator-1663151746349.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/6/Dropshipping-360-Degree-Rotatable-Water-Saving-Tap-Aerator-Diffuser-Faucet-Nozzle-Filter-Water-Faucet-Bubbler-Filter-Aerator-1663151747440.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/6/Dropshipping-360-Degree-Rotatable-Water-Saving-Tap-Aerator-Diffuser-Faucet-Nozzle-Filter-Water-Faucet-Bubbler-Filter-Aerator-1663151748502.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/6/Dropshipping-360-Degree-Rotatable-Water-Saving-Tap-Aerator-Diffuser-Faucet-Nozzle-Filter-Water-Faucet-Bubbler-Filter-Aerator-1663151749130.png","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Dropshipping 360 Degree Rotatable Water Saving Tap Aerator Diffuser Faucet Nozzle Filter Water Faucet Bubbler Filter Aerator</h2><div class=""description""><ul class=""""><li class="""">This product is made of environmentally friendly ABS with a stainless steel filter tip net inside, which can effectively filter impurities.</li><li class="""">There are two modes that can be adjusted. The shower sprinkles water to make it cleaner.</li><li class="""">The shower is suitable for 22mm-23.5mm threaded faucet, other sizes need adapters!</li><li class="""">Specification:</li><li class="""">Name: Rotatable filter faucet shower</li><li class="""">Material: ABS</li><li class="""">Color: silver</li><li class="""">Size: shower 140*23.5mm; adapter 32*22mm (Adjustable caliber 19-29mm)</li><li class="""">Style: modern and simple</li><li class="""">Application: Faucet</li><li class="""">Features: filter, can rotate 360°, prevent water splash</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><span></span></div></div><h2 class=""specifications_heading"">Specifications of Dropshipping 360 Degree Rotatable Water Saving Tap Aerator Diffuser Faucet Nozzle Filter Water Faucet Bubbler Filter Aerator</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">249832830_BD-1196267740</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Dropshipping 360 Degree Rotatable Water</div></div></div></div>",-1,0,1
Naphthal Naphthalene Bols Color 200gm,90,100,Groceries > Laundry & Household > Laundry > Washing Powder,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/7/Naphthal-Naphthalene-Bols-Color-200gm-1663151755105.jpg,"<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Naphthal Naphthalene Bols Color 200gm</h2><div class=""description""><ul class=""""><li class="""">Napthalene balls for toilet</li><li class="""">Napthalene balls for wardrobe</li><li class="""">Woolen Clothes</li><li class="""">Get the best Quality </li><li class="""">available</li></ul></div><div class=""htmlContent""></div><h2 class=""specifications_heading"">Specifications of Naphthal Naphthalene Bols Color 200gm</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">132920220_BD-1054194804</div></li><li class=""key-li""><span class=""key-title""> Weight  </span><div class=""html-content key-value"">200 gm</div></li><li class=""key-li""><span class=""key-title""> Flavour  </span><div class=""html-content key-value"">Not Specified</div></li><li class=""key-li""><span class=""key-title""> Pack Size  </span><div class=""html-content key-value"">1</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">নাফথালে ন্যাপথালিন বলস রঙ 200g</div></div></div></div>",-1,0,1
2pic Multifunctional bathroom wall shelf free punching seamless trace rack rotating hook strong 3 branch rotating sticky hook,45,445,Tools >  DIY & Outdoor > Hardware > Picture Hangers & Hooks,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/8/2pic-Multifunctional-bathroom-wall-shelf-free-punching-seamless-trace-rack-rotating-hook-strong-3-branch-rotating-sticky-hook-1663151760422.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/8/2pic-Multifunctional-bathroom-wall-shelf-free-punching-seamless-trace-rack-rotating-hook-strong-3-branch-rotating-sticky-hook-1663151761474.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/8/2pic-Multifunctional-bathroom-wall-shelf-free-punching-seamless-trace-rack-rotating-hook-strong-3-branch-rotating-sticky-hook-1663151762094.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/8/2pic-Multifunctional-bathroom-wall-shelf-free-punching-seamless-trace-rack-rotating-hook-strong-3-branch-rotating-sticky-hook-1663151763179.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of 2pic Multifunctional bathroom wall shelf free punching seamless trace rack rotating hook strong 3 branch rotating sticky hook</h2><div class=""description""><ul class=""""><li class="""">Type: Wall hook</li><li class="""">Material: plastic + stick</li><li class="""">Size： 7*6cm</li><li class="""">Package includes: 2 Pcs</li><li class="""">3 sticks</li><li class="""">Simple but looking good and  strong</li><li class="""">adhesive hooks</li></ul></div><div class=""htmlContent""></div><h2 class=""specifications_heading"">Specifications of 2pic Multifunctional bathroom wall shelf free punching seamless trace rack rotating hook strong 3 branch rotating sticky hook</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">171764298_BD-1107826307</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">2pic Multifunctional bathroom wall shelf free punching seamless trace rack rotating hook strong 3 branch rotating sticky hook</div></div></div></div>",-1,0,1
4Pcs Straw for Kids & Party,97,350,Kitchen & Dining > Drinkware > Specialty Glassware,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/9/4Pcs-Straw-for-Kids---Party-1663151771893.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/9/4Pcs-Straw-for-Kids---Party-1663151772949.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/9/4Pcs-Straw-for-Kids---Party-1663151774045.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/9/4Pcs-Straw-for-Kids---Party-1663151775102.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/9/4Pcs-Straw-for-Kids---Party-1663151776189.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/9/4Pcs-Straw-for-Kids---Party-1663151777247.png","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of 4Pcs Straw for Kids & Party</h2><div class=""description""><ul class=""""><li class="""">It is Cute, Fashionable and Looks Special. A Great Attraction for Any Themed Party or Event.</li><li class="""">Suitable for Birthday Party, Children's, Return Gift, Bar, Club, Cafe, Hotels, Coffee Shop, Family.</li><li class="""">Made of Food Grade PVC Plastic.</li><li class="""">Reusable Plastic material for juice drink mock tail etc.</li><li class="""">Random Designs &amp; Random Color</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><ul>
	<li>It is Cute, Fashionable and Looks Special. A Great Attraction for Any Themed Party or Event.</li>
	<li>Suitable for Birthday Party, Children's, Return Gift, Bar, Club, Cafe, Hotels, Coffee Shop, Family.</li>
	<li>Made of Food Grade PVC Plastic.</li>
	<li>Reusable Plastic material for juice drink mock tail etc.</li>
	<li>Random Designs &amp; Random Color</li>
</ul></div></div><h2 class=""specifications_heading"">Specifications of 4Pcs Straw for Kids & Party</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">212806705_BD-1162302533</div></li><li class=""key-li""><span class=""key-title""> Material  </span><div class=""html-content key-value"">Plastic</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">4Pcs Straw for Kids &amp; Party</div></div></div></div>",-1,0,1
Stainless Steel Lemon Squeezer,87,250,Kitchen & Dining > Kitchen Utensils > Specialty Kitchen Tools,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/10/Stainless-Steel-Lemon-Squeezer-1663151782391.jpg,"<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Stainless Steel Lemon Squeezer</h2><div class=""description""><ul class=""""><li class="""">Constructed from Stainless Steel with a polished finish</li><li class="""">Diameter of 2.5 inches to Fit Small/Large Fruit</li><li class="""">Dimensions: (L) 8.75 in x (H) 1.8 in</li><li class="""">Weight 15 ounces</li><li class="""">Interior Features Grooves to Guide Juice to Strainer</li><li class="""">Recommend Hand Washing</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><p ><span>Color:Silver Length:approx. 19.5cm Metal Type:Stainless Steel Net Weight:107g Type:Fruit &amp; Vegetable Tools Width:approx. 5.5cmmax. Feature:Eco-Friendly/Stocked Fruit &amp; Vegetable Tools Type:Squeezers &amp; Reamers Material:Stainless Steel</span></p></div></div><h2 class=""specifications_heading"">Specifications of Stainless Steel Lemon Squeezer</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">132114709_BD-1052858178</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Stainless Steel Lemon Squeezer</div></div></div></div>",-1,0,1
